word,fmri_feature_11,fmri_feature_170,fmri_feature_218,fmri_feature_202,fmri_feature_160,fmri_feature_175,fmri_feature_162,fmri_feature_84,fmri_feature_163,fmri_feature_145,fmri_feature_9,fmri_feature_191,fmri_feature_55,fmri_feature_236,fmri_feature_30,fmri_feature_90,fmri_feature_56,fmri_feature_196,fmri_feature_221,fmri_feature_10,fmri_feature_244,fmri_feature_120,fmri_feature_152,fmri_feature_112,fmri_feature_165,fmri_feature_225,fmri_feature_255,fmri_feature_64,fmri_feature_67,fmri_feature_23,fmri_feature_177,fmri_feature_266,fmri_feature_223,fmri_feature_247,fmri_feature_151,fmri_feature_291,fmri_feature_142,fmri_feature_88,fmri_feature_259,fmri_feature_199,fmri_feature_3,fmri_feature_217,fmri_feature_119,fmri_feature_73,fmri_feature_110,fmri_feature_121,fmri_feature_258,fmri_feature_231,fmri_feature_72,fmri_feature_66,fmri_feature_135,fmri_feature_185,fmri_feature_176,fmri_feature_83,fmri_feature_284,fmri_feature_61,fmri_feature_183,fmri_feature_299,fmri_feature_208,fmri_feature_290,fmri_feature_79,fmri_feature_85,fmri_feature_102,fmri_feature_254,fmri_feature_201,fmri_feature_277,fmri_feature_237,fmri_feature_234,fmri_feature_157,fmri_feature_200,fmri_feature_45,fmri_feature_108,fmri_feature_117,fmri_feature_289,fmri_feature_71,fmri_feature_239,fmri_feature_8,fmri_feature_267,fmri_feature_94,fmri_feature_139,fmri_feature_74,fmri_feature_100,fmri_feature_68,fmri_feature_125,fmri_feature_86,fmri_feature_173,fmri_feature_161,fmri_feature_15,fmri_feature_260,fmri_feature_180,fmri_feature_105,fmri_feature_13,fmri_feature_212,fmri_feature_187,fmri_feature_116,fmri_feature_75,fmri_feature_128,fmri_feature_5,fmri_feature_52,fmri_feature_2
ability,20.45188005624221,13.60485791750727,23.85450217693884,15.95942471917413,51.56736165866464,41.33709077644223,26.618388193985467,18.438100518297155,39.51787289355849,23.477499574243133,46.52542522173654,8.252562633034085,27.147014624150913,38.680716039877154,31.995819104549106,5.4564504629226604,43.756981432758245,50.82828778073396,23.555347577780893,37.77588034583509,31.577227536299315,64.15134458031721,20.324630096715524,41.388383762407855,17.55264764632517,23.86964553394261,33.39553391444702,50.421411665957876,14.297934125752057,55.58060719062439,15.437353598868173,37.08456868583954,64.95158961011572,8.274477662551107,49.07802057626226,7.720060235781471,6.7894153805670765,34.089866577014746,24.14859681940768,26.02739393536115,24.265454356205097,32.44963364597939,36.02919457231276,6.454515657597003,19.150672905058954,35.16544723746918,54.51013374701498,25.220417968204124,9.768587865789183,32.072957336314936,38.273556160709475,16.303694568383648,27.829222485897247,25.607911700742108,26.802107896200802,21.424317393952954,17.3370941394242,48.12992268776554,19.227211276618526,25.846847455575865,17.74626255816581,24.52575494009612,12.927320960499756,7.246684776317469,9.356815535252224,19.137916780057925,57.784746733890756,20.358348914156693,24.571856592989374,2.1060937643686053,34.322874264712574,42.90295158184069,25.566245704316557,15.095134158982923,42.55785671632979,30.86206466309223,35.73920994864283,9.056161665494667,6.759432739090212,14.844400730145459,-2.4547901414878943,31.03741527770015,24.926360833316174,10.226871238954367,31.610404993760028,56.744429427770726,20.858573169693734,29.238161419240207,-7.456525423078528,45.579007237415766,43.62722122399933,20.261596045710107,35.173176367471065,28.72318583560762,20.836329747314668,22.084941326757573,-26.662808767874882,7.861712602207501,42.325706627208966,25.32679273078532
accomplished,2.7661294279074227,25.198852690541035,34.54383803997037,41.377114884106966,33.606567929083425,9.36816099630488,28.945848738145614,32.615977037509154,49.85056329531349,38.567062306182066,39.30321121416778,40.51634621568677,47.4071828243474,67.94497243996815,37.15224725249932,24.07490655217454,34.07560731697029,34.38356169340245,20.447536276608353,-11.374168744073685,47.58658480608551,49.56263826748145,28.425690739706887,58.103539436626676,16.612204772989628,28.060753155157187,30.35133971818697,40.08538957614056,37.35145721344888,37.51859103514847,45.95191047932515,54.6485773034081,15.033508051610152,45.519150684754415,25.71688955077452,6.378096385531599,24.138597670492302,47.460325625723364,57.22544022258744,28.348594976076804,21.889620613888894,22.840010400124832,29.39258070604508,45.79775133667451,33.888348544091286,15.73108883504493,40.73613214421307,32.36939037286293,28.012996440483153,19.63413254973893,11.298614471307982,29.398275222325136,43.931313786114146,31.287699002647184,25.836469157537014,61.0813216419599,29.957175911209852,27.04515766779087,21.191186472413833,11.190759630718485,19.342883024205413,38.86269941719335,41.98527264058872,26.505200753584703,36.46875265218184,31.993024196712078,12.86089204481418,29.787856486759317,1.5979744823752213,36.67627261104274,5.747011129563656,43.35854301241265,12.546522797229692,65.43731187200147,40.18449161658177,21.44743005599339,52.69400096084355,52.59605161556391,19.168591911731866,38.225343770903564,32.25329723317042,24.717128187713808,5.969136261929446,11.436988772796099,21.597121636429065,22.71100494104618,18.902235701914275,39.29576393550731,13.087015434544725,-4.987605580913371,48.23493153386537,31.991038386954866,25.573872280571862,49.982571789825556,9.863008673890924,-5.096980842280846,13.527658906517036,28.556824412114793,-1.517992410733207,12.980696567949641
angry,32.77858808141057,13.763113249091706,12.75389639004813,16.471691566916608,37.18319772853522,31.79490626787102,0.5063570501584316,51.23099376379777,36.17847961042054,33.14489639305881,28.80848440207856,29.952167931698046,23.3994451908191,20.65055576100451,51.03364358490829,12.443759928611023,18.553431796255435,31.596673354043702,29.868056405615945,18.16117446749333,27.604545880871573,28.0171535096298,24.879159567020864,55.64001649357127,25.688473357043843,22.80272141853983,26.44874026317338,34.133385799095805,-4.757532570946029,24.665160760378747,16.973800805438607,50.36170827945399,21.80372075649016,47.60355187734015,47.7910526255842,5.898320871737319,20.56834505412494,35.14524991579499,30.662687277043993,21.998545520786557,24.857746999258822,31.870996454343455,25.32350167027158,20.996544659013246,51.74256812252855,43.0888438822199,32.86183679732951,24.527654130154303,48.454362550887964,19.03199114861618,2.276595045012325,27.253824051347408,7.406949204746308,28.686377013589485,70.61154421701724,16.20258502611427,28.396838241686048,1.0216584386734695,18.11542264431919,31.402416489676767,36.33531419728098,49.22230293263593,32.75039223521083,22.35854005497511,1.1387921531049408,23.453995743566093,48.238201662774394,31.7418009898806,42.626595476746814,25.761091827564336,20.383555956940093,18.188714757387707,36.214005077497355,37.92938976585481,26.063745009756204,62.70250938526117,12.207460549359688,53.606232782689574,-4.2742998789521955,17.693721393844296,39.988783953007456,4.814420379932287,26.79605762916229,20.531386330481062,22.075479288541594,25.204546218512533,30.023094641465953,34.947735589212115,4.711993666062508,47.330508601371385,30.051808869884432,33.64737812823354,22.40640745835216,39.13932966402905,51.55395535114299,34.94059360553035,17.005249821095553,30.795205634975698,14.866516746581368,34.97779130122557
apartment,30.17410572607645,26.824392669499346,28.870502803393034,29.774860035248885,-1.9516935670410263,15.218932998547237,-16.983511743737136,40.816318429104015,27.39123571442984,6.613420396016792,20.179255405395395,28.05822270305605,31.19499195047949,30.022435297717482,11.043401186487724,21.873242145891446,29.397586852994166,23.950327487747344,31.453923443262227,5.785421563905334,35.611816667160554,-5.783020519766712,23.84973290361431,2.3334262924738898,55.64302664436505,52.344489617959255,15.93255673964751,46.05611184362289,31.709542384752265,33.92318507659656,11.112672174957423,27.56300446386802,49.28942964106834,42.64706485730675,-0.8341175929865265,-3.1217892248788246,45.498270416980965,31.286207358226005,16.11850943299335,41.66621001135425,35.94692615885086,22.29761996734733,38.98874255912552,22.5530247733249,38.64817977757463,23.77724640792845,14.714368520777409,0.2537997851087752,34.764024010332875,54.29527616564879,42.01897360041563,19.269112432126235,39.31074367052224,-3.577492446323159,22.00523365962126,25.868016507807653,24.4504728906127,39.47546337933635,40.06016712815722,16.166435952580432,47.612934780797104,24.316010308713587,7.837668574982411,22.941520352609597,28.43626006397576,30.863147516728205,12.456166890741214,30.373856956592938,29.10316237064278,26.87214057890773,15.716418415553605,24.964011421216867,5.943327529400957,42.97024774250539,23.583386281709135,5.570849572649138,36.42669137323016,39.31411635883752,10.475343701145743,54.13758191282543,18.03988451453575,38.16269179562352,20.975615308638318,30.786652397814873,34.44397670725965,28.93138142642835,40.97874033088768,31.623275344014164,32.27326312855596,44.94965565005312,29.507138415487137,8.302201906458643,10.997685330176706,-15.954511778938425,22.69450045115515,20.732617447338356,15.006919741791581,34.9627065221972,25.50046882372558,43.13139057688757
applause,31.298667957605783,25.59970329817684,22.628619391762484,40.19015771664225,21.85492330719199,26.165236481473098,6.624956397409541,14.437562423515002,41.78113043538967,47.88507764370608,17.580956747684397,44.109260868504634,11.724677102472823,26.991732456490368,49.10026212933219,43.886234302424185,13.385167941488708,59.3346841233606,14.752097631561297,40.74349831007548,23.01697453784497,35.00471853048365,21.992565231346212,24.77004322001925,49.66652180780957,31.88878408794022,12.660660007013412,41.637240464679735,22.04586967466793,23.899767026694303,35.225475331043356,43.80634184637465,38.661875767157305,50.18002454240512,27.686260378113047,18.951100789936145,24.131916081162807,53.04501609851998,24.996616214033512,11.792525598476615,18.11534830606141,-1.56373225468516,41.581383771488575,30.18107879474148,20.915821053666033,39.58775588161419,29.360743856774036,56.24146438879581,40.098198295285385,36.75493830816227,30.733132460017245,39.67142936877355,32.504673829565895,13.278272519555077,29.07894687732928,24.866893998239537,56.696229811841675,19.109120258604023,25.75353859713982,21.174815012092907,22.75271920978964,27.043479409908542,47.16446356067412,9.454901175972623,29.635979913930647,-12.256257742019919,22.58256950625789,29.3830922024237,10.840140907126262,30.04938532862029,52.80178105246388,45.63805702105607,37.953120249396115,31.88316861841225,17.39059659593034,43.84641270651111,36.70587035587589,20.92872386455037,43.62789900636095,37.59216102769895,45.93246126406977,33.281690043165575,1.6937614693572591,22.616980545388177,14.103006730352208,37.78498947318387,53.87188720570735,36.80314249718728,32.221380888436656,52.51194486732523,23.812902737205288,2.723665325334782,35.738219484287896,28.50631250998941,8.036337746047165,7.986565579205347,23.81112965429751,43.19375485669531,37.34118113747985,27.589940390949472
argument,30.727647270580224,40.72438582669625,25.498248487802623,35.170839304732496,14.459103671000126,14.828463333607212,31.806824984778245,24.56517246898553,9.99123272457982,50.87252818195816,26.991663273599233,8.825784139242522,53.622402770036985,36.630109265793195,15.267909345621787,33.183824911695375,5.343444430485064,10.696788950944516,32.566556567251844,32.31318162338138,2.2972381248652844,49.68839910989614,47.70657957935129,31.356015524054285,30.963273495591125,20.955371475633168,24.462201521800143,27.06292314699872,43.5850043957926,60.48501803175992,32.415066439033005,18.796002006041153,43.7021237430522,-7.802754979464844,29.938050506410136,59.21464172015033,32.1865493044543,39.4674096980484,37.23567441263595,33.1866403494754,14.86144350911022,42.653153668858955,38.79595720654932,28.764992166226982,42.71411396128359,23.765024098723682,32.41768817001251,38.28410346996024,24.167043286418043,0.20088187483008113,12.37060595434243,31.55215690053423,43.19404968505317,-24.70201278869448,58.43659948836067,-6.754355972133613,37.703685360431706,15.455101702414398,5.647629410659739,27.750130348187213,17.45507521667821,4.275042634396225,20.672097693998182,15.530191432693483,12.688695246417684,10.068215793585853,6.266381135546403,32.7113007593118,16.186785593930303,25.783929515693117,16.954785516605398,16.857757627036044,16.810708940727697,26.396458749537228,-6.847394777087789,11.918026623368448,44.38537221480294,40.051203207787474,23.32699418127733,8.895096755140099,17.085033362020553,18.687000833735087,30.094261826603535,59.33864873368768,46.87776355472873,21.48642285927659,27.777257134249375,33.21037579468166,7.171318546278492,23.06255565774199,52.10852672317888,40.43427938420018,24.468099586963906,-19.42798993792368,26.62086465374956,30.113967874100403,66.33114988771294,9.478459602627854,14.60048837903567,32.92525286112817
argumentatively,49.51589655590337,19.632446636292684,31.38691382536765,42.61339487619762,2.5341283007332045,13.653790890305164,10.286629743347312,37.0193034909198,6.692884880157074,28.80765047085824,6.813978872008992,22.377641971200376,11.803247572845224,7.731263491701494,31.847101660205446,41.71157117220818,44.07707708065361,11.736409449395623,22.652717146477798,15.308734584424542,13.298885954655693,25.25323275587313,-14.591337861781124,19.680832813464548,25.747253854876526,37.83974824729808,-0.7595586878716531,27.96366639842552,1.9919584504001442,38.547468962992774,35.383558993084,23.58666972935351,21.863318557632795,21.89819956972557,38.22929499080335,34.4317725258694,30.970978692340704,18.00400035971472,43.64531270808895,15.287953141086795,40.328828901873536,44.339700279023376,12.351530238049358,26.58608960052058,19.43329464959531,33.2309323711185,31.054558577799774,14.03419330974084,47.93979230087638,27.319451506617792,30.699340764693805,9.038783067090943,8.4729699691974,37.788252646750344,14.359882252021007,28.201200962943087,18.462425179668667,63.32833899275671,28.145239795114872,7.6225850934478565,40.06250372847358,17.327064435600995,24.23069620376899,17.9372982077931,22.502605904650917,27.607714949017815,35.878728913174584,22.50768678005113,21.94286888679994,36.64824581712289,23.456443320686926,31.441451692673844,48.65612913049523,36.61364669924784,8.294880005753452,-5.441001621035305,-7.813456557566745,43.7195218122339,21.44026601924622,26.477785312269656,2.722287470515049,19.435625305559544,33.59037904716257,-3.217199273567509,17.92952132124414,22.901690351765136,30.424287428698086,22.312752356147577,20.791442845195874,7.723130096273536,27.778146696927106,30.79046481292024,23.00576785678932,31.45575782939934,41.65285989925147,15.487563931194433,60.39868813803254,29.452104051573244,55.75509445699381,31.78227587446657
art,2.2632173352200624,51.90513791217349,28.394618896543115,30.57659161614039,10.039334916737943,40.68018644612344,22.976329349238057,49.63984626058005,26.703921358178594,24.15628203539154,47.80336368072608,0.6755619646057092,20.14546884986609,35.989646146577904,29.651650649315915,17.74991649558591,38.462333847065295,24.52214963399883,39.93293030896984,37.110955118989445,39.08080230140459,29.546316874490163,40.942131883442485,42.91000678371195,60.49797696123212,4.805993013560755,39.069476574874095,29.728839994687057,52.696099696137864,46.68355941019574,46.36080952696844,12.666420389631131,42.88737754126093,28.196072213609593,30.281682069235437,17.869643747025066,30.190321083261473,32.5038926614922,17.823413783277957,25.79369145963976,41.14621603756667,44.62669129544147,25.686469945965122,41.72177052727189,32.65218852364917,19.306839794076364,16.110940602273473,44.88305656527814,22.722027060263862,31.456937746584643,38.899827057272006,34.173798297623115,29.80528620530348,48.427629547092195,59.178450648552754,28.41215859207862,44.50830943123922,32.436654474216155,39.041988141030416,33.549719725738385,31.567064016694445,12.086191882300305,45.910146650938216,14.430897074651272,31.215535356669008,39.93522048952039,27.356227306407153,48.54112054333952,34.44548405939972,32.31581007735893,8.520230656310133,22.729103465553102,20.51435518962285,11.589296095749173,8.7206669192459,58.747922240995145,22.98632966680118,26.3870663195355,25.5388721218338,41.4026412609675,27.594006591634184,24.916147661047514,58.1021903144248,39.88647327270425,57.63618808332615,25.19783698235281,57.06216572571445,27.75393833896956,14.1033914896045,20.718439048027065,27.00783174107903,36.04777815890835,4.245886747830358,38.85883568198252,27.162783713349455,14.038851469291686,15.085977558464053,31.103404293171597,27.60378892668447,4.460145647876139
attitude,24.115794616612156,22.82607437210178,32.52061516917252,27.282122311694895,46.639985912550955,36.80896280685505,22.998939213583686,-10.496822054955075,33.44713892428877,44.80240169990051,24.3323076742432,9.799894401281666,31.051125472651748,4.7709014077241605,49.132004846303715,35.70078626544549,42.44922871781187,32.22160633936201,-13.060569541668425,41.77572291280122,4.905643642995116,37.25366262486047,38.01782321512361,25.091264191339988,23.889372551603135,15.831471615036742,35.19712790386516,36.19082941122696,34.23252720162177,17.941953673243823,44.2503252052779,33.34125615829989,-2.407663812758443,5.286582517040745,20.42421093967193,28.14239355912721,4.8520653601670425,77.58539138035152,53.05088222547238,18.34614297710812,18.275912993079483,19.99247527165262,26.424328643934047,34.94786830478373,17.74505381221783,30.162355790434347,19.45255169827181,34.781817404185375,29.861006752052667,3.2582705957404805,11.1784577308604,13.430629054193256,26.66152506006116,37.66215115943067,48.173814395832835,10.779965281207478,35.872591821698656,22.83766510304789,33.177395439103066,34.42803236296707,24.836434866594725,84.17129819023262,23.913588368910904,53.0579883529456,-6.675577601164807,34.868110457496016,39.91929808280332,23.720369693142715,36.141561663069396,19.779149667073366,23.093487552161154,10.441046154191424,20.493739531017994,11.016973486359344,34.91525258239967,35.42522739966037,36.552434883938446,38.75263611766705,22.451709044960033,53.649351913077545,21.23096109475166,12.515040854809078,11.581127812831967,50.04668852366292,42.47930610087748,44.24934630248297,25.977231051290243,30.83373909863542,15.799516699124752,28.041129052440414,33.83561246885608,27.391753470031265,27.109708733718072,39.14408964292145,27.395067076484505,43.47975351353399,25.023649004607236,24.196934119255857,34.375933366159295,16.162972724193402
bag,62.40758499960561,17.825653363254084,30.589284311643034,31.59860574445931,36.13215031436881,29.440244922162996,12.18236446081968,35.12289846524814,12.537306138674644,20.001452622204063,34.10693522835477,7.808214808892796,27.032067837263927,49.888222678144565,48.2736807071478,-6.72405320889516,27.27005431558685,68.34433209778658,31.268688937971287,5.135821842897958,33.37002777988318,29.739193966617407,16.306029441056232,37.19520294964439,31.603614511783388,53.525393677800125,36.597504769124086,29.244152202159455,29.299740906428134,23.53174917627351,36.732358749028485,3.1112142552435245,38.52351064119967,51.93927803565954,20.825093219056384,39.46459084895577,47.35723357286903,3.724321499883388,30.448671979067026,51.83170624354569,27.436577336630567,31.505392075920586,-6.41201991562416,19.319026623787423,42.87500820623703,-2.7562171276822127,28.31014361131544,36.00847243892685,22.726830247090238,36.53455181014935,15.78874914252745,26.902662608883457,27.953799479520868,37.85447936567351,16.173384756274885,14.978897678878248,21.468442988255468,39.43145929492074,16.421166929675863,45.59147197263606,27.86208058453088,48.04605278047845,19.564085834947278,38.14076895530307,31.143881186266082,29.04696429658926,59.736332466082075,36.874610515680764,21.94934617668652,55.5310919724927,50.77976353517482,13.23234004044972,40.91737871424935,22.882039397439897,11.230852823098296,17.20685396204692,37.406601464481184,15.21696804157525,37.88523738983474,11.747711598970827,27.867045882506147,27.137716833007907,30.32718699576489,27.38983285009251,26.077978513209207,32.607703853016446,27.95910726661893,14.26967088615033,21.523019446921182,35.75945737310752,20.06889702179927,38.61019554606668,26.757253640380924,45.860859142608795,45.55711575899858,16.568723194247482,7.101657101216052,25.140291784614618,51.63649166480373,-12.630817069922486
